"Ensembl" "Entrez"
"1417005" "ENSG00000254748" "HNRNPCP8"
"1417009" "ENSG00000166575" "TMEM135"
"1417148" "ENSG00000254843" "XIAPP2"
"1417151" "ENSG00000279836" "RP11-648O15.2"
"1417154" "ENSG00000213287" "RP11-680L20.1"
"1417157" "ENSG00000270510" "RP11-777F6.3"
"1417160" "ENSG00000254582" "PSMA2P1"
"1417163" "ENSG00000255391" "CTD-2028E8.1"
"1417166" "ENSG00000279701" "CTD-2028E8.2"
"1417169" "ENSG00000278929" "RP11-137O10.1"
"1417172" "ENSG00000223015" "RNU6-1135P"
"1417175" "ENSG00000283412" "U6"
"1417178" "ENSG00000255183" "RP11-720D4.3"
"1417182" "ENSG00000279341" "RP11-720D4.2"
"1417185" "ENSG00000254650" "MTCYBP41"
"1417188" "ENSG00000255022" "RP11-665E10.1"
"1417191" "ENSG00000279793" "RP11-665E10.2"
"1417194" "ENSG00000280307" "RP11-665E10.4"
"1417197" "ENSG00000254794" "RP11-665E10.3"
"1417200" "ENSG00000255516" "RP11-164N3.1"
"1417205" "ENSG00000255102" "RP11-164N3.2"
"1417209" "ENSG00000255241" "RP11-164N3.3"
"1417214" "ENSG00000206690" "Y_RNA"
"1417217" "ENSG00000123892" "RAB38"
"1417245" "ENSG00000279733" "RP11-685B24.1"
"1417248" "ENSG00000266581" "MIR3166"
"1417251" "ENSG00000109861" "CTSC"
"1417334" "ENSG00000249489" "GAPDHP70"
"1417337" "ENSG00000255082" "GRM5-AS1"
"1417348" "ENSG00000168959" "GRM5"
"1417440" "ENSG00000207113" "RNU6-16P"
"1417443" "ENSG00000077498" "TYR"
"1417467" "ENSG00000197692" "CBX3P7"
"1417470" "ENSG00000279297" "RP11-796A5.3"
"1417473" "ENSG00000279603" "RP11-796A5.4"
"1417476" "ENSG00000086991" "NOX4"
"1417917" "ENSG00000255295" "RP11-745I13.1"
"1417920" "ENSG00000279248" "RP11-643G5.1"
"1417923" "ENSG00000279697" "RP11-643G5.2"
"1417926" "ENSG00000255429" "RP11-643G5.6"
"1417930" "ENSG00000279045" "RP11-643G5.7"
"1417933" "ENSG00000279056" "RP11-643G5.4"
"1417936" "ENSG00000280201" "RP11-643G5.5"
"1417939" "ENSG00000134612" "FOLH1B"
"1417974" "ENSG00000255385" "UBTFL10"
"1417977" "ENSG00000279163" "RP11-313I2.3"
"1417980" "ENSG00000214414" "TRIM77"
"1418007" "ENSG00000255486" "RP11-313I2.13"
"1418011" "ENSG00000255540" "RP11-313I2.5"
"1418014" "ENSG00000234376" "UBTFL2"
"1418017" "ENSG00000254971" "RP11-313I2.11"
"1418021" "ENSG00000255170" "RP11-313I2.6"
"1418024" "ENSG00000204456" "RP11-313I2.10"
"1418029" "ENSG00000254751" "TRIM64DP"
"1418036" "ENSG00000255162" "RP11-358N4.3"
"1418040" "ENSG00000255285" "RP11-358N4.5"
"1418043" "ENSG00000168930" "TRIM49"
"1418082" "ENSG00000250946" "RP11-358N4.6"
"1418090" "ENSG00000166013" "TRIM53BP"
"1418097" "ENSG00000204455" "TRIM51BP"
"1418105" "ENSG00000254558" "RP11-81M19.3"
"1418109" "ENSG00000189253" "TRIM64B"
"1418126" "ENSG00000255235" "RP11-313I2.8"
"1418130" "ENSG00000254617" "AP000648.3"
"1418136" "ENSG00000254785" "RP11-81M19.1"
"1418140" "ENSG00000255055" "MTND1P35"
"1418143" "ENSG00000223417" "TRIM49D1"
"1418201" "ENSG00000233802" "TRIM49D2"
"1418237" "ENSG00000254818" "RP11-529A4.4"
"1418241" "ENSG00000278837" "RP11-529A4.16"
"1418244" "ENSG00000255360" "RP11-529A4.15"
"1418249" "ENSG00000254655" "RP11-529A4.5"
"1418252" "ENSG00000204450" "TRIM64"
"1418270" "ENSG00000255305" "RP11-529A4.7"
"1418274" "ENSG00000237706" "TRIM51EP"
"1418282" "ENSG00000225581" "TRIM53AP"
"1418290" "ENSG00000255184" "RP11-313I2.7"
"1418297" "ENSG00000204449" "TRIM49C"
"1418319" "ENSG00000254803" "RP11-529A4.9"
"1418322" "ENSG00000254916" "RP11-529A4.12"
"1418326" "ENSG00000223709" "TRIM64EP"
"1418333" "ENSG00000255011" "RP11-529A4.10"
"1418338" "ENSG00000254888" "RP11-716D19.1"
"1418341" "ENSG00000255009" "UBTFL1"
"1418347" "ENSG00000254436" "AP000648.6"
"1418350" "ENSG00000207299" "SNORD56"
"1418353" "ENSG00000279299" "AP000648.4"
"1418356" "ENSG00000077616" "NAALAD2"
"1418553" "ENSG00000280385" "AP000648.5"
"1418556" "ENSG00000110172" "CHORDC1"
"1418740" "ENSG00000280367" "RP11-121L10.2"
"1418743" "ENSG00000261645" "DISC1FP1"
"1418776" "ENSG00000214391" "TUBAP2"
"1418779" "ENSG00000266703" "MIR4490"
"1418782" "ENSG00000280430" "RP11-660M18.1"
"1418785" "ENSG00000221586" "MIR1261"
"1418788" "ENSG00000280085" "RP11-678K21.1"
"1418791" "ENSG00000279209" "RP11-678K21.2"
"1418794" "ENSG00000279438" "RP11-678K21.3"
"1418797" "ENSG00000254677" "OSBPL9P2"
"1418800" "ENSG00000255070" "OSBPL9P3"
"1418803" "ENSG00000255187" "RP11-699F16.2"
"1418808" "ENSG00000280124" "RP11-739P6.1"
"1418811" "ENSG00000278980" "RP11-739P6.2"
"1418814" "ENSG00000280093" "RP11-843F11.1"
"1418817" "ENSG00000255332" "RP11-201M22.1"
"1418830" "ENSG00000254961" "TUBB4BP4"
"1418833" "ENSG00000278859" "RP11-806N19.2"
"1418836" "ENSG00000242248" "RPL7AP57"
"1418839" "ENSG00000235547" "NDUFB11P1"
"1418842" "ENSG00000165323" "FAT3"
"1418990" "ENSG00000249255" "PGAM1P9"
"1418993" "ENSG00000254705" "RP11-675M1.2"
"1419000" "ENSG00000244244" "RPS3AP42"
"1419003" "ENSG00000255506" "RP11-203F8.1"
"1419007" "ENSG00000282916" "RP11-676F20.4"
"1419012" "ENSG00000255127" "RP11-676F20.2"
"1419019" "ENSG00000282940" "RP11-676F20.5"
"1419023" "ENSG00000255287" "SNRPGP16"
"1419026" "ENSG00000254874" "RP11-676F20.1"
"1419030" "ENSG00000134640" "MTNR1B"
"1419057" "ENSG00000242807" "RPL26P31"
"1419060" "ENSG00000278892" "RP11-183A22.3"
"1419063" "ENSG00000279304" "RP11-573M3.6"
"1419066" "ENSG00000180773" "SLC36A4"
"1419167" "ENSG00000255445" "RP11-573M3.3"
"1419170" "ENSG00000280379" "RP11-573M3.2"
"1419173" "ENSG00000279269" "RP11-573M3.5"
"1419176" "ENSG00000233737" "RP11-573M3.4"
"1419179" "ENSG00000255233" "RP11-755E23.3"
"1419183" "ENSG00000279684" "RP11-755E23.2"
"1419186" "ENSG00000165325" "DEUP1"
"1419440" "ENSG00000166002" "SMCO4"
"1419495" "ENSG00000234106" "RP11-288E14.2"
"1419498" "ENSG00000240202" "RN7SL223P"
"1419501" "ENSG00000279454" "RP11-178H8.1"
"1419504" "ENSG00000278953" "RP11-178H8.2"
"1419507" "ENSG00000255515" "RP11-178H8.3"
"1419510" "ENSG00000166004" "CEP295"
"1419672" "ENSG00000199875" "Y_RNA"
"1419675" "ENSG00000254911" "SCARNA9"
"1419678" "ENSG00000275146" "snoU2_19"
"1419681" "ENSG00000273885" "snoU2-30"
"1419684" "ENSG00000279696" "RP11-178H8.7"
"1419687" "ENSG00000166012" "TAF1D"
"1419944" "ENSG00000207112" "SNORA25"
"1419947" "ENSG00000206799" "SNORA32"
"1419950" "ENSG00000202314" "SNORD6"
"1419953" "ENSG00000206834" "SNORA1"
"1419956" "ENSG00000207304" "SNORA8"
"1419959" "ENSG00000239195" "SNORD5"
"1419962" "ENSG00000207145" "SNORA18"
"1419965" "ENSG00000210825" "SNORA40"
"1419968" "ENSG00000182919" "C11orf54"
"1420222" "ENSG00000042429" "MED17"
"1420341" "ENSG00000214376" "VSTM5"
"1420367" "ENSG00000206911" "Y_RNA"
"1420370" "ENSG00000255995" "HPRTP4"
"1420373" "ENSG00000256752" "HPRT1P3"
"1420376" "ENSG00000181333" "HEPHL1"
"1420422" "ENSG00000227593" "PHBP16"
"1420425" "ENSG00000110218" "PANX1"
"1420456" "ENSG00000256745" "RP11-680H20.1"
"1420459" "ENSG00000250519" "RP11-680H20.2"
"1420467" "ENSG00000183560" "IZUMO1R"
"1420493" "ENSG00000123901" "GPR83"
"1420518" "ENSG00000020922" "MRE11"
"1420759" "ENSG00000221230" "MIR548L"
"1420762" "ENSG00000255893" "RP11-685N10.1"
"1420766" "ENSG00000168876" "ANKRD49"
"1420861" "ENSG00000257057" "C11orf97"
"1420875" "ENSG00000196371" "FUT4"
"1420883" "ENSG00000134627" "PIWIL4"
"1421031" "ENSG00000255929" "RP11-867G2.8"
"1421043" "ENSG00000280167" "RP11-867G2.4"
"1421046" "ENSG00000233536" "RP11-867G2.5"
"1421054" "ENSG00000255666" "RP11-867G2.6"
"1421078" "ENSG00000166025" "AMOTL1"
"1421159" "ENSG00000256469" "RP11-856F16.2"
"1421163" "ENSG00000213368" "ST13P11"
"1421166" "ENSG00000150316" "CWC15"
"1421211" "ENSG00000186280" "KDM4D"
"1421239" "ENSG00000255653" "RP11-60C6.3"
"1421242" "ENSG00000235268" "KDM4E"
"1421250" "ENSG00000274486" "RP11-60C6.8"
"1421253" "ENSG00000256779" "RP11-60C6.5"
"1421256" "ENSG00000257012" "RP11-60C6.6"
"1421259" "ENSG00000255855" "RP11-735A19.2"
"1421262" "ENSG00000277984" "RP11-735A19.3"
"1421265" "ENSG00000263465" "SRSF8"
"1421273" "ENSG00000149218" "ENDOD1"
"1421283" "ENSG00000270689" "BUD13P1"
"1421286" "ENSG00000270578" "RP11-712B9.5"
"1421289" "ENSG00000245552" "RP11-712B9.2"
"1421325" "ENSG00000149212" "SESN3"
"1421422" "ENSG00000282834" "RP11-712B9.6"
"1421425" "ENSG00000250390" "RP11-338H14.1"
"1421430" "ENSG00000255605" "RP11-644L4.1"
"1421435" "ENSG00000273600" "CTD-2564P9.3"
"1421438" "ENSG00000077458" "FAM76B"
"1421616" "ENSG00000166037" "CEP57"
"1421881" "ENSG00000087053" "MTMR2"
"1422128" "ENSG00000222578" "RNA5SP345"
"1422131" "ENSG00000242993" "RP11-697H10.1"
"1422134" "ENSG00000184384" "MAML2"
"1422161" "ENSG00000266192" "MIR1260B"
"1422164" "ENSG00000149231" "CCDC82"
"1422235" "ENSG00000183340" "JRKL"
"1422249" "ENSG00000255679" "JRKL-AS1"
"1422255" "ENSG00000200411" "RNA5SP346"
"1422258" "ENSG00000256684" "RP11-49K4.2"
"1422264" "ENSG00000254587" "RP11-360K13.1"
"1422270" "ENSG00000255376" "RP11-360K13.2"
"1422273" "ENSG00000255205" "MED28P5"
"1422276" "ENSG00000270753" "RP11-693I21.1"
"1422279" "ENSG00000255039" "RP11-882G5.1"
"1422284" "ENSG00000199315" "RNA5SP347"
"1422287" "ENSG00000255502" "RP11-379J13.2"
"1422297" "ENSG00000254555" "RP11-379J13.1"
"1422300" "ENSG00000255380" "RP11-684B20.1"
"1422303" "ENSG00000254939" "CTD-2342I9.1"
"1422306" "ENSG00000254599" "RP11-115E19.1"
"1422311" "ENSG00000254830" "RP11-99C10.1"
"1422315" "ENSG00000149972" "CNTN5"
"1422658" "ENSG00000223269" "RN7SKP53"
"1422661" "ENSG00000255547" "RPA2P3"
"1422664" "ENSG00000242165" "RN7SL222P"
"1422667" "ENSG00000255059" "AP000620.1"
"1422670" "ENSG00000248027" "CTD-2383M3.1"
"1422674" "ENSG00000165895" "ARHGAP42"
"1422845" "ENSG00000200047" "RN7SKP115"
"1422848" "ENSG00000170647" "TMEM133"
"1422856" "ENSG00000082175" "PGR"
"1423021" "ENSG00000282728" "RP11-788M5.4"
"1423034" "ENSG00000255504" "RP11-788M5.3"
"1423037" "ENSG00000137672" "TRPC6"
"1423159" "ENSG00000263885" "MIR3920"
"1423162" "ENSG00000254506" "RP11-748H22.1"
"1423169" "ENSG00000254534" "RP11-748H22.2"
"1423173" "ENSG00000187151" "ANGPTL5"
"1423210" "ENSG00000110318" "CEP126"
"1423272" "ENSG00000137691" "C11orf70"
"1423336" "ENSG00000274097" "5S_rRNA"
"1423339" "ENSG00000260008" "RP11-732A21.2"
"1423342" "ENSG00000277459" "RP11-732A21.3"
"1423345" "ENSG00000137693" "YAP1"
"1423535" "ENSG00000254422" "RP11-864G5.3"
"1423539" "ENSG00000243777" "RP11-864G5.1"
"1423542" "ENSG00000270868" "RP11-864G5.7"
"1423545" "ENSG00000271600" "RP11-864G5.8"
"1423548" "ENSG00000212466" "RNU6-952P"
"1423551" "ENSG00000023445" "BIRC3"
"1423650" "ENSG00000110330" "BIRC2"
"1423836" "ENSG00000152558" "TMEM123"
"1423923" "ENSG00000255337" "RP11-315O6.1"
"1423927" "ENSG00000255482" "RP11-315O6.2"
"1423932" "ENSG00000137673" "MMP7"
"1423959" "ENSG00000137674" "MMP20"
"1423995" "ENSG00000256916" "RP11-817J15.2"
"1424005" "ENSG00000281655" "RP11-817J15.3"
"1424010" "ENSG00000137675" "MMP27"
"1424036" "ENSG00000118113" "MMP8"
"1424155" "ENSG00000255282" "WTAPP1"
"1424181" "ENSG00000225678" "AP000619.5"
"1424193" "ENSG00000256254" "AP000647.3"
"1424196" "ENSG00000166670" "MMP10"
"1424233" "ENSG00000196611" "MMP1"
"1424259" "ENSG00000256035" "AP000619.6"
"1424262" "ENSG00000149968" "MMP3"
"1424308" "ENSG00000262406" "MMP12"
"1424334" "ENSG00000255469" "BOLA3P1"
"1424337" "ENSG00000238562" "RNU7-159P"
"1424340" "ENSG00000137745" "MMP13"
"1424412" "ENSG00000276521" "RP11-690D19.4"
"1424417" "ENSG00000239861" "RP11-690D19.1"
"1424420" "ENSG00000260966" "RP11-690D19.3"
"1424423" "ENSG00000137692" "DCUN1D5"
"1424593" "ENSG00000187240" "DYNC2H1"
"1425075" "ENSG00000254895" "MTCO3P15"
"1425078" "ENSG00000254931" "MTATP6P15"
"1425081" "ENSG00000255417" "MTCO2P15"
"1425084" "ENSG00000255350" "MTCO1P15"
"1425087" "ENSG00000254565" "MTND2P26"
"1425090" "ENSG00000253245" "MTND1P36"
"1425093" "ENSG00000254824" "RP11-37O16.8"
"1425096" "ENSG00000254987" "RP11-563P16.1"
"1425103" "ENSG00000264200" "MIR4693"
"1425106" "ENSG00000170962" "PDGFD"
"1425154" "ENSG00000255548" "RP11-617B3.2"
"1425158" "ENSG00000170967" "DDI1"
"1425166" "ENSG00000280773" "MIR7641-1"
"1425169" "ENSG00000256422" "RP11-886D15.1"
"1425186" "ENSG00000270449" "RP11-681H10.1"
"1425189" "ENSG00000254569" "RP11-693N9.1"
"1425192" "ENSG00000204403" "CASP12"
"1425405" "ENSG00000235505" "RP11-693N9.2"
"1425457" "ENSG00000196954" "CASP4"
"1425567" "ENSG00000137757" "CASP5"
"1425741" "ENSG00000137752" "CASP1"
"1425989" "ENSG00000204397" "CARD16"
"1426039" "ENSG00000254750" "CASP1P2"
"1426050" "ENSG00000255221" "CARD17"
"1426063" "ENSG00000255430" "CASP1P1"
"1426067" "ENSG00000255501" "CARD18"
"1426098" "ENSG00000254998" "RP11-94P11.4"
"1426105" "ENSG00000254767" "OR2AL1P"
"1426108" "ENSG00000255336" "RP11-94P11.3"
"1426111" "ENSG00000278640" "Metazoa_SRP"
"1426114" "ENSG00000152578" "GRIA4"
"1426394" "ENSG00000255403" "AP000641.1"
"1426397" "ENSG00000222663" "RNU4-55P"
"1426400" "ENSG00000252081" "RNU6-277P"
"1426403" "ENSG00000170903" "MSANTD4"
"1426455" "ENSG00000182359" "KBTBD3"
"1426511" "ENSG00000149313" "AASDHPPT"
"1426571" "ENSG00000254433" "RP11-677I18.3"
"1426581" "ENSG00000254580" "RP11-677I18.4"
"1426586" "ENSG00000254811" "RP11-680E19.1"
"1426602" "ENSG00000255065" "RP11-680E19.2"
"1426606" "ENSG00000152402" "GUCY1A2"
"1426674" "ENSG00000274584" "RP11-819M15.2"
"1426678" "ENSG00000213252" "RP11-819M15.1"
"1426681" "ENSG00000255353" "RP11-382M14.1"
"1426684" "ENSG00000261098" "RP11-819C21.1"
"1426687" "ENSG00000152404" "CWF19L2"
"1426800" "ENSG00000225215" "SMARCE1P1"
"1426803" "ENSG00000137760" "ALKBH8"
"1426964" "ENSG00000270969" "CTD-2355J17.2"
"1426967" "ENSG00000110675" "ELMOD1"
"1427070" "ENSG00000255483" "AP000889.2"
"1427073" "ENSG00000254758" "AP000889.1"
"1427077" "ENSG00000170290" "SLN"
"1427107" "ENSG00000254702" "CTD-2651C21.3"
"1427111" "ENSG00000110660" "SLC35F2"
"1427232" "ENSG00000240652" "RP11-832N8.1"
"1427235" "ENSG00000179331" "RAB39A"
"1427245" "ENSG00000166266" "CUL5"
"1427365" "ENSG00000200855" "Y_RNA"
"1427368" "ENSG00000255467" "RP11-144G7.2"
"1427374" "ENSG00000075239" "ACAT1"
"1427499" "ENSG00000149308" "NPAT"
"1427586" "ENSG00000149311" "ATM"
"1428116" "ENSG00000206967" "Y_RNA"
"1428119" "ENSG00000166323" "C11orf65"
"1428271" "ENSG00000178202" "KDELC2"
"1428352" "ENSG00000110723" "EXPH5"
"1428435" "ENSG00000178105" "DDX10"
"1428538" "ENSG00000240698" "RPS2P39"
"1428541" "ENSG00000254730" "RP11-801G16.2"
"1428545" "ENSG00000255379" "CYCSP29"
"1428548" "ENSG00000203334" "RP11-25I9.3"
"1428555" "ENSG00000255528" "RP11-25I9.2"
"1428559" "ENSG00000201243" "RNU6-654P"
"1428562" "ENSG00000200613" "RNA5SP349"
"1428565" "ENSG00000264997" "SNORD39"
"1428568" "ENSG00000255028" "RP11-708B6.2"
"1428580" "ENSG00000185742" "C11orf87"
"1428590" "ENSG00000254890" "RP11-10A7.1"
"1428593" "ENSG00000254482" "RP11-386B1.1"
"1428596" "ENSG00000254659" "RP11-262A12.1"
"1428603" "ENSG00000254798" "TFAMP2"
"1428606" "ENSG00000224776" "RPSAP50"
"1428609" "ENSG00000270423" "RP11-361A21.3"
"1428612" "ENSG00000255210" "RP11-344L21.1"
"1428615" "ENSG00000149289" "ZC3H12C"
"1428665" "ENSG00000137710" "RDX"
"1429006" "ENSG00000254416" "RP11-347E10.1"
"1429015" "ENSG00000137714" "FDX1"
"1429029" "ENSG00000137727" "ARHGAP20"
"1429226" "ENSG00000233497" "HNRNPA1P60"
"1429229" "ENSG00000255149" "RP11-97I14.1"
"1429232" "ENSG00000200168" "RNA5SP350"
"1429235" "ENSG00000271390" "RP11-89C3.3"
"1429238" "ENSG00000271584" "RP11-89C3.4"
"1429247" "ENSG00000239354" "RPS17P15"
"1429250" "ENSG00000270202" "RP11-89C3.2"
"1429253" "ENSG00000150750" "C11orf53"
"1429294" "ENSG00000196167" "COLCA1"
"1429310" "ENSG00000214290" "COLCA2"
"1429384" "ENSG00000264032" "MIR4491"
"1429387" "ENSG00000110777" "POU2AF1"
"1429457" "ENSG00000253099" "RNU2-60P"
"1429460" "ENSG00000255428" "RP11-794P6.1"
"1429466" "ENSG00000255093" "RP11-794P6.2"
"1429522" "ENSG00000137707" "BTG4"
"1429566" "ENSG00000207811" "MIR34B"
"1429569" "ENSG00000207562" "MIR34C"
"1429572" "ENSG00000254980" "RP11-794P6.6"
"1429576" "ENSG00000183644" "C11orf88"
"1429640" "ENSG00000204381" "LAYN"
"1429801" "ENSG00000170145" "SIK2"
"1429841" "ENSG00000235286" "AP000925.2"
"1429844" "ENSG00000223324" "RN7SKP273"
"1429847" "ENSG00000137713" "PPP2R1B"
"1430100" "ENSG00000254990" "RP11-108O10.2"
"1430111" "ENSG00000086848" "ALG9"
"1430417" "ENSG00000258529" "RP11-108O10.8"
"1430483" "ENSG00000254450" "ALG9-IT1"
"1430487" "ENSG00000254949" "GNG5P3"
"1430490" "ENSG00000255561" "FDXACB1"
"1430530" "ENSG00000137720" "C11orf1"
"1430594" "ENSG00000176343" "RPL37AP8"
"1430597" "ENSG00000109846" "CRYAB"
"1430767" "ENSG00000170276" "HSPB2"
"1430777" "ENSG00000254445" "HSPB2-C11orf52"
"1430804" "ENSG00000149300" "C11orf52"
"1430838" "ENSG00000150764" "DIXDC1"
"1430993" "ENSG00000238965" "RNA5SP351"
"1430996" "ENSG00000255286" "RP11-708L7.7"
"1431000" "ENSG00000255334" "RP11-708L7.6"
"1431004" "ENSG00000150768" "DLAT"
"1431130" "ENSG00000230911" "PPIHP1"
"1431133" "ENSG00000238444" "RNU6-893P"
"1431136" "ENSG00000271025" "RP11-708L7.9"
"1431139" "ENSG00000150773" "PIH1D2"
"1431243" "ENSG00000150776" "C11orf57"
"1431377" "ENSG00000150779" "TIMM8B"
"1431411" "ENSG00000204370" "SDHD"
"1431522" "ENSG00000255292" "AP002884.2"
"1431569" "ENSG00000150782" "IL18"
"1431633" "ENSG00000254638" "RP11-356J5.4"
"1431639" "ENSG00000150783" "TEX12"
"1431670" "ENSG00000197580" "BCO2"
"1431952" "ENSG00000214264" "KCTD9P4"
"1431957" "ENSG00000255231" "MRPS36P4"
"1431960" "ENSG00000243930" "RPS12P21"
"1431963" "ENSG00000150787" "PTS"
"1432060" "ENSG00000243250" "RPS6P16"
"1432063" "ENSG00000188771" "PLET1"
"1432077" "ENSG00000268472" "RP11-356J5.13"
"1432080" "ENSG00000213234" "ST13P10"
"1432083" "ENSG00000250303" "RP11-356J5.12"
"1432101" "ENSG00000206772" "RNU6-44P"
"1432104" "ENSG00000254968" "RP11-65M17.3"
"1432118" "ENSG00000213233" "RPL23AP62"
"1432121" "ENSG00000255484" "RP11-65M17.1"
"1432127" "ENSG00000212397" "snosnR66"
"1432130" "ENSG00000254626" "RP11-27G22.1"
"1432134" "ENSG00000247416" "RP11-629G13.1"
"1432142" "ENSG00000149294" "NCAM1"
"1432808" "ENSG00000238998" "RNU7-187P"
"1432811" "ENSG00000227487" "NCAM1-AS1"
"1432819" "ENSG00000255129" "RP11-839D17.3"
"1432834" "ENSG00000149292" "TTC12"
"1433319" "ENSG00000270179" "RP11-159N11.4"
"1433322" "ENSG00000170209" "ANKK1"
"1433357" "ENSG00000256757" "RP11-159N11.3"
"1433363" "ENSG00000149295" "DRD2"
"1433498" "ENSG00000265140" "MIR4301"
"1433501" "ENSG00000166682" "TMPRSS5"
"1433749" "ENSG00000256091" "MTRF1LP1"
"1433752" "ENSG00000086827" "ZW10"
"1433843" "ENSG00000243353" "RPS29P19"
"1433846" "ENSG00000257070" "RP11-667M19.4"
"1433849" "ENSG00000256603" "RP11-667M19.2"
"1433853" "ENSG00000228607" "CLDN25"
"1433861" "ENSG00000256167" "ATF4P4"
"1433866" "ENSG00000255870" "RP11-667M19.5"
"1433869" "ENSG00000257101" "LRRC37A13P"
"1433872" "ENSG00000048028" "USP28"
"1434224" "ENSG00000256452" "RP11-667M19.10"
"1434229" "ENSG00000255710" "RP11-667M19.9"
"1434232" "ENSG00000201687" "RNU6-1107P"
"1434235" "ENSG00000149305" "HTR3B"
"1434293" "ENSG00000166736" "HTR3A"
"1434432" "ENSG00000109906" "ZBTB16"
"1434520" "ENSG00000256947" "RP11-64D24.2"
"1434525" "ENSG00000166741" "NNMT"
"1434573" "ENSG00000256195" "RP11-64D24.4"
"1434578" "ENSG00000180425" "C11orf71"
"1434593" "ENSG00000282682" "C11orf71"
"1434599" "ENSG00000076053" "RBM7"
"1434713" "ENSG00000255663" "RP11-212D19.4"
"1434731" "ENSG00000076043" "REXO2"
"1434936" "ENSG00000256533" "RP11-212D19.5"
"1434939" "ENSG00000255982" "NXPE2P1"
"1434942" "ENSG00000270204" "RP11-172C16.5"
"1434945" "ENSG00000095110" "NXPE1"
"1435041" "ENSG00000238724" "snoU13"
"1435044" "ENSG00000137634" "NXPE4"
"1435079" "ENSG00000256674" "RP11-172C16.4"
"1435082" "ENSG00000204361" "NXPE2"
"1435100" "ENSG00000252870" "ACA59"
"1435103" "ENSG00000182985" "CADM1"
"1435476" "ENSG00000256972" "AP000462.3"
"1435480" "ENSG00000255580" "AP000462.2"
"1435484" "ENSG00000256315" "AP000462.1"
"1435494" "ENSG00000256281" "RP11-136I14.2"
"1435498" "ENSG00000257087" "RP11-136I14.3"
"1435501" "ENSG00000255903" "RPL12P46"
"1435504" "ENSG00000255689" "RP11-136I14.5"
"1435509" "ENSG00000239153" "snoU13"
"1435512" "ENSG00000255599" "AP000997.1"
"1435517" "ENSG00000260254" "AP000997.2"
"1435520" "ENSG00000279771" "AP000997.3"
"1435523" "ENSG00000256717" "AP000797.3"
"1435528" "ENSG00000279818" "CTC-774J1.1"
"1435531" "ENSG00000246100" "LINC00900"
"1435551" "ENSG00000257067" "AP000797.4"
"1435561" "ENSG00000244259" "AP000797.1"
"1435564" "ENSG00000239600" "AP000797.2"
"1435567" "ENSG00000236437" "AP001891.1"
"1435571" "ENSG00000278945" "AP000770.2"
"1435574" "ENSG00000237937" "AP000770.1"
"1435583" "ENSG00000137656" "BUD13"
"1435645" "ENSG00000226645" "AP006216.10"
"1435649" "ENSG00000109917" "ZPR1"
"1435797" "ENSG00000110243" "APOA5"
"1435833" "ENSG00000236267" "AP006216.5"
"1435837" "ENSG00000110244" "APOA4"
"1435849" "ENSG00000110245" "APOC3"
"1435900" "ENSG00000118137" "APOA1"
"1435960" "ENSG00000235910" "APOA1-AS"
"1435964" "ENSG00000160584" "SIK3"
"1436264" "ENSG00000200537" "RNY4P6"
"1436267" "ENSG00000234268" "AP000936.1"
"1436270" "ENSG00000224077" "AP000936.4"
"1436275" "ENSG00000225236" "AP000936.5"
"1436280" "ENSG00000254851" "RP11-109L13.1"
"1436287" "ENSG00000254678" "RP11-109L13.5"
"1436290" "ENSG00000168092" "PAFAH1B2"
"1436382" "ENSG00000149577" "SIDT2"
"1436804" "ENSG00000149591" "TAGLN"
"1436903" "ENSG00000160613" "PCSK7"
"1437069" "ENSG00000280143" "AP000892.6"
"1437072" "ENSG00000167257" "RNF214"
"1437238" "ENSG00000252992" "SCARNA11"
"1437241" "ENSG00000186318" "BACE1"
"1437438" "ENSG00000278768" "BACE1-AS"
"1437446" "ENSG00000276505" "CMB9-94B1.2"
"1437449" "ENSG00000110274" "CEP164"
"1437674" "ENSG00000250699" "AP000892.4"
"1437679" "ENSG00000271412" "PRR13P3"
"1437682" "ENSG00000177103" "DSCAML1"
"1437830" "ENSG00000279586" "AP000711.1"
"1437833" "ENSG00000270403" "RP11-35P15.1"
"1437836" "ENSG00000137731" "FXYD2"
"1437926" "ENSG00000254844" "RP11-728F11.3"
"1437931" "ENSG00000255245" "FXYD6-FXYD2"
"1437984" "ENSG00000254528" "RP11-728F11.4"
"1437997" "ENSG00000137726" "FXYD6"
"1438258" "ENSG00000137747" "TMPRSS13"
"1438419" "ENSG00000110324" "IL10RA"
"1438519" "ENSG00000255274" "TMPRSS4-AS1"
"1438553" "ENSG00000279906" "AP002962.1"
"1438563" "ENSG00000272075" "RN7SL828P"
"1438566" "ENSG00000137648" "TMPRSS4"
"1438912" "ENSG00000177098" "SCN4B"
"1438955" "ENSG00000149575" "SCN2B"
"1438969" "ENSG00000160593" "JAML"
"1439153" "ENSG00000255163" "HSPE1P18"
"1439156" "ENSG00000160588" "MPZL3"
"1439217" "ENSG00000149573" "MPZL2"
"1439271" "ENSG00000280032" "RP11-832A4.7"
"1439274" "ENSG00000198851" "CD3E"
"1439344" "ENSG00000254992" "RP11-215H18.5"
"1439347" "ENSG00000167286" "CD3D"
"1439404" "ENSG00000160654" "CD3G"
"1439483" "ENSG00000110344" "UBE4A"
"1439601" "ENSG00000254873" "RP11-770J1.5"
"1439608" "ENSG00000167283" "ATP5L"
"1439656" "ENSG00000269944" "RP11-770J1.7"
