"Ensembl" "Entrez"
"299748" "ENSG00000236431" "AC009237.11"
"299751" "ENSG00000273305" "RP11-440D17.4"
"299754" "ENSG00000233037" "AC009237.10"
"299757" "ENSG00000168992" "OR7E102P"
"299760" "ENSG00000232717" "TRIM51JP"
"299768" "ENSG00000274028" "RP11-440D17.5"
"299772" "ENSG00000230083" "AC009237.13"
"299775" "ENSG00000144015" "TRIM43"
"299795" "ENSG00000236026" "AC009237.14"
"299798" "ENSG00000271003" "RP11-440D17.1"
"299802" "ENSG00000270193" "RP11-440D17.2"
"299805" "ENSG00000204699" "UBTFL3"
"299808" "ENSG00000275497" "RP11-440D17.6"
"299812" "ENSG00000235959" "AC009237.17"
"299815" "ENSG00000236750" "AC009237.16"
"299818" "ENSG00000235584" "AC008268.1"
"299822" "ENSG00000237510" "GPAT2P1"
"299848" "ENSG00000232931" "LINC00342"
"299858" "ENSG00000174501" "ANKRD36C"
"300300" "ENSG00000275961" "RN7SL210P"
"300303" "ENSG00000231584" "FAHD2CP"
"300337" "ENSG00000186281" "GPAT2"
"300587" "ENSG00000274286" "ADRA2B"
"300595" "ENSG00000188886" "ASTL"
"300621" "ENSG00000158050" "DUSP2"
"300638" "ENSG00000228873" "AC012307.2"
"300642" "ENSG00000084090" "STARD7"
"300694" "ENSG00000204685" "STARD7-AS1"
"300704" "ENSG00000135956" "TMEM127"
"300742" "ENSG00000144021" "CIAO1"
"300776" "ENSG00000144028" "SNRNP200"
"300952" "ENSG00000230747" "AC021188.4"
"300956" "ENSG00000198885" "ITPRIPL1"
"300998" "ENSG00000121152" "NCAPH"
"301190" "ENSG00000163121" "NEURL3"
"301237" "ENSG00000235480" "RP11-363D14.1"
"301242" "ENSG00000196843" "ARID5A"
"301314" "ENSG00000114982" "KANSL3"
"301756" "ENSG00000249715" "FER1L5"
"302295" "ENSG00000114988" "LMAN2L"
"302450" "ENSG00000158158" "CNNM4"
"302486" "ENSG00000264157" "MIR3127"
"302489" "ENSG00000273265" "RP11-353K11.1"
"302493" "ENSG00000168763" "CNNM3"
"302547" "ENSG00000163126" "ANKRD23"
"302641" "ENSG00000213337" "ANKRD39"
"302678" "ENSG00000168758" "SEMA4C"
"302765" "ENSG00000168754" "FAM178B"
"302843" "ENSG00000274206" "Metazoa_SRP"
"302846" "ENSG00000252845" "RNA5SP101"
"302849" "ENSG00000275094" "RP11-219H23.1"
"302853" "ENSG00000273634" "RP11-219H23.2"
"302856" "ENSG00000248134" "AC079395.1"
"302859" "ENSG00000144188" "TRIM43CP"
"302866" "ENSG00000230343" "AC018892.8"
"302869" "ENSG00000236847" "AC018892.3"
"302874" "ENSG00000270748" "IGKV2OR2-1"
"302877" "ENSG00000271402" "IGKV2OR2-2"
"302880" "ENSG00000204670" "IGKV1OR2-3"
"302883" "ENSG00000188383" "GPAT2P2"
"302890" "ENSG00000144199" "FAHD2B"
"302952" "ENSG00000279791" "RP11-499E14.1"
"302955" "ENSG00000275655" "RN7SL313P"
"302958" "ENSG00000135976" "ANKRD36"
"303332" "ENSG00000277701" "RP11-734K23.9"
"303361" "ENSG00000237837" "AC159540.3"
"303365" "ENSG00000271351" "IGKV1OR2-9"
"303368" "ENSG00000276050" "IGKV2OR2-10"
"303371" "ENSG00000271015" "IGKV2OR2-7D"
"303374" "ENSG00000270252" "IGKV3OR2-5"
"303377" "ENSG00000271569" "IGKV1OR2-6"
"303380" "ENSG00000270450" "IGKV2OR2-7"
"303383" "ENSG00000278537" "IGKV2OR2-8"
"303386" "ENSG00000270187" "IGKV1OR2-11"
"303389" "ENSG00000230606" "AC159540.1"
"303472" "ENSG00000278766" "AC159540.2"
"303483" "ENSG00000196912" "ANKRD36B"
"303873" "ENSG00000235833" "AC159540.14"
"303876" "ENSG00000228970" "UBTFL6"
"303879" "ENSG00000135940" "COX5B"
"303908" "ENSG00000115073" "ACTR1B"
"303947" "ENSG00000228486" "LINC01125"
"304490" "ENSG00000201806" "RNU4-8P"
"304493" "ENSG00000115085" "ZAP70"
"304584" "ENSG00000075568" "TMEM131"
"304740" "ENSG00000235734" "HMGN1P36"
"304743" "ENSG00000238719" "RNU7-96P"
"304746" "ENSG00000168658" "VWA3B"
"305238" "ENSG00000231635" "ATP5BP1"
"305241" "ENSG00000222000" "AC092675.3"
"305256" "ENSG00000144191" "CNGA3"
"305340" "ENSG00000227987" "AC092675.4"
"305344" "ENSG00000040933" "INPP4A"
"305667" "ENSG00000183513" "COA5"
"305701" "ENSG00000115446" "UNC50"
"305770" "ENSG00000071073" "MGAT4A"
"305942" "ENSG00000236564" "YWHAQP5"
"305945" "ENSG00000226791" "AC109826.1"
"305971" "ENSG00000201070" "RNU4-84P"
"305974" "ENSG00000196872" "KIAA1211L"
"306065" "ENSG00000238830" "RNU7-46P"
"306068" "ENSG00000135951" "TSGA10"
"306360" "ENSG00000231822" "AC019097.7"
"306363" "ENSG00000241962" "RP11-111H13.1"
"306402" "ENSG00000273045" "C2orf15"
"306434" "ENSG00000144182" "LIPT1"
"306492" "ENSG00000273155" "RP11-38C17.1"
"306510" "ENSG00000158411" "MITD1"
"306597" "ENSG00000185414" "MRPL30"
"306658" "ENSG00000185674" "LYG2"
"306754" "ENSG00000144214" "LYG1"
"306795" "ENSG00000115514" "TXNDC9"
"306888" "ENSG00000158417" "EIF5B"
"307008" "ENSG00000135945" "REV1"
"307244" "ENSG00000273306" "RP11-527J8.1"
"307247" "ENSG00000144218" "AFF3"
"307546" "ENSG00000230393" "AC092667.2"
"307549" "ENSG00000232084" "LINC01104"
"307558" "ENSG00000170500" "LONRF2"
"307617" "ENSG00000269383" "RP11-292K15.2"
"307620" "ENSG00000270699" "RP11-292K15.1"
"307623" "ENSG00000115526" "CHST10"
"307758" "ENSG00000238029" "AC012493.1"
"307761" "ENSG00000204640" "NMS"
"307787" "ENSG00000204637" "AC068538.2"
"307790" "ENSG00000115539" "PDCL3"
"307830" "ENSG00000227259" "HMGN2P22"
"307833" "ENSG00000234988" "AC068538.4"
"307840" "ENSG00000226034" "NANOGNBP1"
"307843" "ENSG00000234169" "AC092168.3"
"307847" "ENSG00000228488" "AC092168.4"
"307851" "ENSG00000170485" "NPAS2"
"308001" "ENSG00000232034" "AC092168.2"
"308006" "ENSG00000230140" "AC016738.3"
"308018" "ENSG00000223947" "AC016738.4"
"308022" "ENSG00000071082" "RPL31"
"308155" "ENSG00000204634" "TBC1D8"
"308279" "ENSG00000271532" "RP11-426K3.1"
"308282" "ENSG00000272902" "RP11-299H21.1"
"308286" "ENSG00000158435" "CNOT11"
"308319" "ENSG00000163162" "RNF149"
"308372" "ENSG00000212283" "SNORD89"
"308375" "ENSG00000264857" "MIR5696"
"308378" "ENSG00000175874" "CREG2"
"308400" "ENSG00000226058" "AC092570.1"
"308403" "ENSG00000196460" "RFX8"
"308487" "ENSG00000223826" "AC092570.2"
"308492" "ENSG00000237549" "AC092570.3"
"308495" "ENSG00000232556" "AC092570.4"
"308498" "ENSG00000071054" "MAP4K4"
"309347" "ENSG00000281162" "LINC01127"
"309367" "ENSG00000115590" "IL1R2"
"309465" "ENSG00000115594" "IL1R1"
"309738" "ENSG00000226925" "AC007271.3"
"309743" "ENSG00000115598" "IL1RL2"
"309821" "ENSG00000205716" "FAM183DP"
"309824" "ENSG00000115602" "IL1RL1"
"309962" "ENSG00000115604" "IL18R1"
"310059" "ENSG00000236785" "SDR42E1P5"
"310062" "ENSG00000115607" "IL18RAP"
"310129" "ENSG00000264764" "MIR4772"
"310132" "ENSG00000236525" "AC007278.2"
"310136" "ENSG00000234389" "AC007278.3"
"310141" "ENSG00000180251" "SLC9A4"
"310174" "ENSG00000115616" "SLC9A2"
"310214" "ENSG00000135953" "MFSD9"
"310321" "ENSG00000170417" "TMEM182"
"310402" "ENSG00000277527" "AC007251.2"
"310408" "ENSG00000224095" "AC108051.1"
"310414" "ENSG00000227680" "AC108051.2"
"310419" "ENSG00000224850" "AC108051.3"
"310423" "ENSG00000229209" "AC073987.1"
"310429" "ENSG00000227623" "AC073987.2"
"310432" "ENSG00000236596" "AC092568.1"
"310436" "ENSG00000221849" "AC018880.1"
"310440" "ENSG00000231723" "AC018880.2"
"310443" "ENSG00000232597" "AC013727.1"
"310454" "ENSG00000236141" "AC013727.2"
"310460" "ENSG00000256637" "RP11-76I14.1"
"310481" "ENSG00000273515" "DAOA-AS1_2"
"310484" "ENSG00000228968" "AC096554.1"
"310491" "ENSG00000233955" "AHCYP3"
"310494" "ENSG00000227157" "AC068535.2"
"310498" "ENSG00000225765" "AC068535.3"
"310502" "ENSG00000235597" "LINC01102"
"310520" "ENSG00000234781" "LINC01103"
"310528" "ENSG00000231626" "AC013402.4"
"310532" "ENSG00000236109" "AC013402.3"
"310536" "ENSG00000230690" "AC013402.5"
"310542" "ENSG00000225669" "RPL23AP27"
"310545" "ENSG00000228528" "AC068057.1"
"310549" "ENSG00000279904" "CTD-2015C24.1"
"310552" "ENSG00000207249" "SNORA72"
"310555" "ENSG00000234177" "LINC01114"
"310569" "ENSG00000213301" "HMGB3P11"
"310572" "ENSG00000233639" "LINC01158"
"310598" "ENSG00000269707" "RP11-13J10.1"
"310603" "ENSG00000198914" "POU3F3"
"310610" "ENSG00000239587" "AC018730.4"
"310616" "ENSG00000229743" "LINC01159"
"310623" "ENSG00000224509" "AC010884.1"
"310628" "ENSG00000135972" "MRPS9"
"310676" "ENSG00000231851" "UTAT33"
"310686" "ENSG00000226508" "AC104655.3"
"310697" "ENSG00000135973" "GPR45"
"310705" "ENSG00000272861" "RP11-332H14.1"
"310708" "ENSG00000135966" "TGFBRAP1"
"310794" "ENSG00000235319" "AC012360.4"
"310800" "ENSG00000272994" "RP11-332H14.2"
"310803" "ENSG00000135974" "C2orf49"
"310832" "ENSG00000115641" "FHL2"
"311029" "ENSG00000238273" "AC012360.6"
"311039" "ENSG00000071051" "NCK2"
"311112" "ENSG00000235522" "AC009505.2"
"311136" "ENSG00000234162" "AC009505.4"
"311143" "ENSG00000119147" "C2orf40"
"311196" "ENSG00000115652" "UXS1"
"311403" "ENSG00000233339" "AC018878.3"
"311407" "ENSG00000273595" "RP11-707E21.1"
"311410" "ENSG00000213295" "AC092106.2"
"311413" "ENSG00000224061" "AC092106.1"
"311416" "ENSG00000230353" "AC114755.2"
"311419" "ENSG00000233939" "AC114755.4"
"311422" "ENSG00000227513" "AC114755.3"
"311425" "ENSG00000229682" "AC114755.5"
"311429" "ENSG00000235486" "AC114755.7"
"311437" "ENSG00000240935" "PLGLA"
"311453" "ENSG00000153165" "RGPD3"
"311556" "ENSG00000237666" "AC108868.3"
"311561" "ENSG00000254126" "CD8BP"
"311575" "ENSG00000231505" "AC108868.5"
"311580" "ENSG00000232001" "AC108868.6"
"311584" "ENSG00000214199" "EEF1A1P12"
"311587" "ENSG00000144057" "ST6GAL2"
"311655" "ENSG00000238250" "ST6GAL2-IT1"
"311659" "ENSG00000227294" "AC016994.2"
"311663" "ENSG00000229360" "PPP1R2P5"
"311666" "ENSG00000226905" "AC005040.3"
"311669" "ENSG00000229457" "AC006227.1"
"311682" "ENSG00000225588" "AC096669.1"
"311695" "ENSG00000237880" "AC096669.2"
"311702" "ENSG00000224568" "AC096669.3"
"311710" "ENSG00000232991" "GACAT1"
"311722" "ENSG00000230651" "RGPD4-AS1"
"311743" "ENSG00000196862" "RGPD4"
"311795" "ENSG00000233494" "AC009963.3"
"311798" "ENSG00000227270" "AC009963.4"
"311802" "ENSG00000237745" "AC009963.5"
"311805" "ENSG00000235325" "AC009963.6"
"311808" "ENSG00000115665" "SLC5A7"
"311854" "ENSG00000231221" "LINC01593"
"311859" "ENSG00000229890" "ACTP1"
"311862" "ENSG00000225328" "LINC01594"
"311869" "ENSG00000236877" "SETD6P1"
"311872" "ENSG00000196228" "SULT1C3"
"311890" "ENSG00000227597" "WASF1P1"
"311893" "ENSG00000198203" "SULT1C2"
"312029" "ENSG00000261209" "SULT1C2P2"
"312033" "ENSG00000237223" "SULT1C2P1"
"312044" "ENSG00000271070" "GMCL1P2"
"312047" "ENSG00000198075" "SULT1C4"
"312085" "ENSG00000271284" "SMIM12P1"
"312088" "ENSG00000135968" "GCC2"
"312289" "ENSG00000214184" "GCC2-AS1"
"312297" "ENSG00000169756" "LIMS1"
"312527" "ENSG00000228763" "LIMS1-AS1"
"312532" "ENSG00000233648" "AC010095.6"
"312535" "ENSG00000235644" "RPL10P5"
"312538" "ENSG00000153201" "RANBP2"
"312630" "ENSG00000163006" "CCDC138"
"312781" "ENSG00000227470" "AC073415.2"
"312784" "ENSG00000135960" "EDAR"
"312870" "ENSG00000277628" "Metazoa_SRP"
"312873" "ENSG00000259863" "SH3RF3-AS1"
"312876" "ENSG00000172985" "SH3RF3"
"312902" "ENSG00000264934" "MIR4265"
"312905" "ENSG00000228551" "SNRPGP9"
"312908" "ENSG00000265965" "MIR4266"
"312911" "ENSG00000279515" "AC109344.1"
"312917" "ENSG00000186522" "SEPT10"
"313149" "ENSG00000237916" "RP11-537E18.1"
"313152" "ENSG00000230696" "AC011753.5"
"313156" "ENSG00000198142" "SOWAHC"
"313164" "ENSG00000230603" "AC011753.6"
"313168" "ENSG00000231099" "BMS1P19"
"313172" "ENSG00000233307" "AC109815.2"
"313175" "ENSG00000233707" "RPL22P11"
"313178" "ENSG00000282033" "RP11-506F3.1"
"313182" "ENSG00000015568" "RGPD5"
"313407" "ENSG00000256977" "LIMS3"
"313508" "ENSG00000186148" "AC013271.3"
"313540" "ENSG00000283684" "AC013271.5"
"313546" "ENSG00000240069" "GPAA1P1"
"313549" "ENSG00000225108" "ZBTB45P1"
"313552" "ENSG00000204588" "LINC01123"
"313561" "ENSG00000235721" "AC013268.3"
"313565" "ENSG00000229730" "AC013268.4"
"313568" "ENSG00000283283" "RP11-1223D19.5"
"313583" "ENSG00000283331" "RP11-1223D19.4"
"313590" "ENSG00000265682" "MIR4267"
"313593" "ENSG00000144063" "MALL"
"313631" "ENSG00000264979" "MIR4436B1"
"313634" "ENSG00000144061" "NPHP1"
"313933" "ENSG00000233370" "AC092664.1"
"313936" "ENSG00000175701" "LINC00116"
"313980" "ENSG00000261760" "RP11-1223D19.1"
"314010" "ENSG00000282304" "RP11-1223D19.3"
"314027" "ENSG00000282785" "RP11-1223D19.2"
"314032" "ENSG00000263881" "MIR4436B2"
"314035" "ENSG00000283167" "RP11-1223D19.6"
"314051" "ENSG00000226991" "AC112229.6"
"314054" "ENSG00000230650" "AC112229.1"
"314057" "ENSG00000175772" "LINC01106"
"314065" "ENSG00000226065" "ZBTB45P2"
"314068" "ENSG00000230596" "GPAA1P2"
"314073" "ENSG00000273471" "RP13-1039J1.4"
"314079" "ENSG00000184115" "RP13-1039J1.2"
"314111" "ENSG00000257207" "AC108938.5"
"314153" "ENSG00000256671" "LIMS4"
"314219" "ENSG00000227574" "RP13-1039J1.3"
"314224" "ENSG00000231583" "AC108938.3"
"314227" "ENSG00000183054" "RGPD6"
"314402" "ENSG00000231536" "AC123886.2"
"314406" "ENSG00000216867" "AC114776.1"
"314409" "ENSG00000169679" "BUB1"
"314659" "ENSG00000235881" "AC114776.3"
"314663" "ENSG00000153093" "ACOXL"
"314862" "ENSG00000236330" "RPL5P9"
"314865" "ENSG00000204581" "AC096670.3"
"314874" "ENSG00000153094" "BCL2L11"
"315176" "ENSG00000230499" "AC108463.1"
"315180" "ENSG00000172965" "MIR4435-2HG"
"315266" "ENSG00000227992" "AC108463.2"
"315270" "ENSG00000271590" "RP11-181E10.3"
"315273" "ENSG00000229118" "AC068491.2"
"315277" "ENSG00000270190" "RP11-803D5.4"
"315280" "ENSG00000226928" "RPS14P4"
"315283" "ENSG00000266139" "MIR4435-2"
"315286" "ENSG00000279191" "RP11-803D5.1"
"315289" "ENSG00000223973" "AC068491.3"
"315294" "ENSG00000280878" "RP11-68E19.2"
"315298" "ENSG00000240350" "AC017002.1"
"315306" "ENSG00000224959" "AC017002.2"
"315310" "ENSG00000271635" "RP11-68E19.1"
"315313" "ENSG00000225744" "AC017002.4"
"315317" "ENSG00000237583" "AC093166.1"
"315320" "ENSG00000227842" "AC093166.2"
"315323" "ENSG00000228615" "AC093166.3"
"315328" "ENSG00000153107" "ANAPC1"
"315563" "ENSG00000266063" "MIR4771-2"
"315566" "ENSG00000230958" "AC093166.4"
"315570" "ENSG00000236307" "EEF1E1P1"
"315574" "ENSG00000153208" "MERTK"
"315846" "ENSG00000240183" "RN7SL297P"
"315849" "ENSG00000225496" "AC104651.2"
"315852" "ENSG00000232277" "AC104651.3"
"315855" "ENSG00000153214" "TMEM87B"
"315944" "ENSG00000144152" "FBLN7"
"316050" "ENSG00000278962" "RP11-399B17.1"
"316053" "ENSG00000144161" "ZC3H8"
"316151" "ENSG00000188177" "ZC3H6"
"316218" "ENSG00000235258" "NDUFB4P6"
"316221" "ENSG00000236555" "AC115115.4"
"316224" "ENSG00000169629" "RGPD8"
"316420" "ENSG00000283698" "RP11-606M12.1"
"316428" "ENSG00000114999" "TTL"
"316458" "ENSG00000125630" "POLR1B"
"316760" "ENSG00000207383" "Y_RNA"
"316763" "ENSG00000125611" "CHCHD5"
"316811" "ENSG00000243389" "AC012442.5"
"316815" "ENSG00000228251" "AC012442.6"
"316819" "ENSG00000231747" "AC079922.2"
"316822" "ENSG00000237753" "AC079922.3"
"316829" "ENSG00000144136" "SLC20A1"
"316924" "ENSG00000144130" "NT5DC4"
"316989" "ENSG00000169607" "CKAP2L"
"317057" "ENSG00000115008" "IL1A"
"317077" "ENSG00000125538" "IL1B"
"317154" "ENSG00000280228" "RP11-67L14.1"
"317157" "ENSG00000180152" "XIAPP3"
"317160" "ENSG00000125571" "IL37"
"317225" "ENSG00000227368" "CDK8P2"
"317228" "ENSG00000136688" "IL36G"
"317268" "ENSG00000236124" "HMGN2P23"
"317271" "ENSG00000232090" "AC016724.6"
"317274" "ENSG00000136694" "IL36A"
"317287" "ENSG00000136696" "IL36B"
"317320" "ENSG00000136695" "IL36RN"
"317369" "ENSG00000136697" "IL1F10"
"317401" "ENSG00000201805" "RNU6-1180P"
"317404" "ENSG00000136689" "IL1RN"
"317506" "ENSG00000125637" "PSD4"
"317675" "ENSG00000234174" "AC016683.5"
"317682" "ENSG00000189223" "PAX8-AS1"
"317787" "ENSG00000125618" "PAX8"
"317991" "ENSG00000231292" "IGKV1OR2-108"
"317998" "ENSG00000234997" "AC016745.3"
"318002" "ENSG00000272563" "RP11-480C16.1"
"318005" "ENSG00000136682" "CBWD2"
"318215" "ENSG00000184492" "FOXD4L1"
"318223" "ENSG00000234148" "RP11-395L14.3"
"318228" "ENSG00000231943" "PGM5P4-AS1"
"318245" "ENSG00000225398" "PGM5P4"
"318249" "ENSG00000226516" "FAM138B"
"318257" "ENSG00000221055" "MIR1302-3"
"318260" "ENSG00000146556" "WASH2P"
"318280" "ENSG00000236397" "DDX11L2"
"318286" "ENSG00000279267" "RP11-395L14.18"
"318289" "ENSG00000240356" "RPL23AP7"
"318300" "ENSG00000144134" "RABL2A"
"318542" "ENSG00000144158" "RP11-395L14.17"
"318545" "ENSG00000175509" "RP11-395L14.13"
"318549" "ENSG00000233479" "AC017074.1"
"318555" "ENSG00000227359" "AC017074.2"
"318560" "ENSG00000202427" "RNU6-744P"
"318563" "ENSG00000115084" "SLC35F5"
"318717" "ENSG00000265429" "MIR4782"
"318720" "ENSG00000244063" "AC024704.2"
"318724" "ENSG00000228857" "AC104653.1"
"318732" "ENSG00000270019" "RP11-141B14.1"
"318735" "ENSG00000115091" "ACTR3"
"318850" "ENSG00000279957" "RP11-141B14.2"
"318853" "ENSG00000234199" "LINC01191"
"318857" "ENSG00000243179" "AC110769.3"
"318861" "ENSG00000212182" "U3"
"318864" "ENSG00000235242" "AC010982.2"
"318868" "ENSG00000231926" "SEPHS1P7"
"318871" "ENSG00000222923" "RNU2-41P"
"318874" "ENSG00000175497" "DPP10"
"319202" "ENSG00000231538" "DPP10-AS3"
"319206" "ENSG00000235717" "DPP10-AS2"
"319210" "ENSG00000235026" "DPP10-AS1"
"319221" "ENSG00000230391" "RPSAP23"
"319224" "ENSG00000271667" "RP11-338I24.1"
"319227" "ENSG00000224869" "AC062016.1"
"319230" "ENSG00000226341" "MTCYBP39"
"319233" "ENSG00000235871" "AC062016.3"
"319236" "ENSG00000230158" "MTND1P28"
"319239" "ENSG00000230950" "MTND2P21"
"319242" "ENSG00000228898" "MTCO1P43"
"319245" "ENSG00000239185" "RNU7-190P"
"319248" "ENSG00000227291" "AC092170.1"
"319252" "ENSG00000238207" "AC009312.1"
"319258" "ENSG00000088205" "DDX18"
"319327" "ENSG00000236255" "AC009404.2"
"319338" "ENSG00000125631" "HTR5BP"
"319351" "ENSG00000125633" "CCDC93"
"319513" "ENSG00000224967" "AC009303.3"
"319517" "ENSG00000235066" "AC009303.1"
"319563" "ENSG00000272895" "RP11-98C1.2"
"319566" "ENSG00000279227" "AC009303.2"
"319569" "ENSG00000243510" "RN7SL111P"
"319572" "ENSG00000125629" "INSIG2"
"319650" "ENSG00000226856" "AC093901.1"
"319663" "ENSG00000258910" "RP11-19E11.1"
"319671" "ENSG00000163064" "EN1"
"319684" "ENSG00000019169" "MARCO"
"319738" "ENSG00000259094" "RP11-77A13.1"
"319742" "ENSG00000144119" "C1QL2"
"319752" "ENSG00000264833" "RN7SL468P"
"319755" "ENSG00000115107" "STEAP3"
"319822" "ENSG00000229867" "STEAP3-AS1"
"319826" "ENSG00000186132" "C2orf76"
"319912" "ENSG00000155368" "DBI"
"320051" "ENSG00000171227" "TMEM37"
"320080" "ENSG00000080293" "SCTR"
"320164" "ENSG00000231013" "AC013275.2"
"320172" "ENSG00000163075" "CFAP221"
"320496" "ENSG00000144120" "TMEM177"
"320545" "ENSG00000229326" "AC069154.4"
"320550" "ENSG00000088179" "PTPN4"
"320757" "ENSG00000233741" "AC016691.2"
"320760" "ENSG00000115109" "EPB41L5"
"321026" "ENSG00000224789" "AC012363.4"
"321031" "ENSG00000202046" "Y_RNA"
"321034" "ENSG00000236878" "MTATP6P26"
"321037" "ENSG00000227788" "MTCO3P43"
"321041" "ENSG00000233286" "MTND3P10"
"321044" "ENSG00000243104" "MTND4LP14"
"321047" "ENSG00000234065" "MTND4P26"
"321050" "ENSG00000223549" "MTND5P28"
"321055" "ENSG00000226479" "TMEM185B"
"321063" "ENSG00000144118" "RALB"
"321160" "ENSG00000281676" "AC012363.1"
"321167" "ENSG00000235840" "AC012363.13"
"321172" "ENSG00000163083" "INHBB"
"321182" "ENSG00000280409" "LINC01101"
"321185" "ENSG00000237614" "AC073257.2"
"321189" "ENSG00000232140" "AC073257.1"
"321194" "ENSG00000201006" "Y_RNA"
"321197" "ENSG00000229774" "AC018866.1"
"321204" "ENSG00000074047" "GLI2"
"321454" "ENSG00000271709" "RP11-297J22.1"
"321458" "ENSG00000201584" "Y_RNA"
"321461" "ENSG00000234455" "AC067960.1"
"321465" "ENSG00000236145" "AC079988.3"
"321469" "ENSG00000115112" "TFCP2L1"
"321510" "ENSG00000232723" "AC013399.3"
"321513" "ENSG00000074054" "CLASP1"
"322069" "ENSG00000265451" "RP11-204L24.2"
"322073" "ENSG00000264229" "RNU4ATAC"
"322076" "ENSG00000222467" "Y_RNA"
"322079" "ENSG00000236859" "NIFK-AS1"
"322099" "ENSG00000230993" "RPL12P15"
"322102" "ENSG00000279721" "RP11-416H1.2"
"322105" "ENSG00000213239" "NPM1P32"
"322108" "ENSG00000155438" "NIFK"
"322179" "ENSG00000211460" "TSN"
"322318" "ENSG00000270798" "RP11-416H1.1"
"322322" "ENSG00000224655" "AC018737.3"
"322343" "ENSG00000237856" "AC062020.2"
"322347" "ENSG00000232740" "AC062020.1"
"322352" "ENSG00000226708" "AC073409.1"
"322356" "ENSG00000235640" "AC092646.1"
"322359" "ENSG00000227738" "AC092646.2"
"322362" "ENSG00000279874" "RP11-329A6.1"
"322365" "ENSG00000223118" "RN7SKP102"
"322368" "ENSG00000228400" "AC079154.1"
"322372" "ENSG00000155052" "CNTNAP5"
"322432" "ENSG00000238046" "MTND5P22"
"322435" "ENSG00000270815" "RP11-56O18.1"
"322438" "ENSG00000252674" "RNA5SP102"
"322441" "ENSG00000206726" "RNU6-259P"
"322444" "ENSG00000235491" "AC097499.1"
"322448" "ENSG00000224410" "AC097499.2"
"322451" "ENSG00000226813" "AC114813.1"
"322457" "ENSG00000235774" "AC023347.1"
"322465" "ENSG00000236655" "AC023347.2"
"322468" "ENSG00000213236" "YWHAZP2"
"322471" "ENSG00000136732" "GYPC"
"322523" "ENSG00000235128" "AC013474.4"
"322526" "ENSG00000206963" "RNU6-675P"
"322529" "ENSG00000237524" "AC114783.1"
"322653" "ENSG00000238788" "RNU7-182P"
"322656" "ENSG00000260634" "RP11-521O16.1"
"322659" "ENSG00000260163" "RP11-521O16.2"
"322662" "ENSG00000136717" "BIN1"
"323085" "ENSG00000237630" "NIFKP9"
"323088" "ENSG00000186684" "CYP27C1"
"323131" "ENSG00000226789" "AC110926.4"
"323134" "ENSG00000163161" "ERCC3"
"323272" "ENSG00000169967" "MAP3K2"
"323360" "ENSG00000200250" "RNU6-1147P"
"323363" "ENSG00000236682" "AC068282.3"
"323367" "ENSG00000115718" "PROC"
"323494" "ENSG00000264075" "MIR4783"
"323497" "ENSG00000163166" "IWS1"
"323597" "ENSG00000231731" "AC010976.2"
"323767" "ENSG00000202429" "RNU4-48P"
"323770" "ENSG00000169994" "MYO7B"
"324087" "ENSG00000272789" "RP11-286H15.1"
"324090" "ENSG00000072163" "LIMS2"
"324391" "ENSG00000144230" "GPR17"
"324440" "ENSG00000136709" "WDR33"
"324556" "ENSG00000173349" "SFT2D3"
"324564" "ENSG00000201470" "RNY4P7"
"324567" "ENSG00000200390" "Y_RNA"
"324570" "ENSG00000274010" "RP5-935K16.2"
"324573" "ENSG00000144231" "POLR2D"
"324614" "ENSG00000202532" "RNU6-395P"
"324617" "ENSG00000244563" "AC006011.4"
"324620" "ENSG00000273950" "Metazoa_SRP"
"324623" "ENSG00000144233" "AMMECR1L"
"324666" "ENSG00000272667" "RP11-395A13.2"
"324669" "ENSG00000204399" "AC012306.2"
"324672" "ENSG00000136715" "SAP130"
"324840" "ENSG00000234044" "AC108059.1"
"324843" "ENSG00000200432" "Y_RNA"
"324846" "ENSG00000136731" "UGGT1"
"325115" "ENSG00000229173" "AC108059.4"
"325118" "ENSG00000232101" "AC108059.2"
"325121" "ENSG00000229758" "DYNLT3P2"
"325124" "ENSG00000185631" "AC017079.3"
"325127" "ENSG00000238180" "AC017079.4"
"325130" "ENSG00000136720" "HS6ST1"
"325150" "ENSG00000252742" "Y_RNA"
"325153" "ENSG00000238379" "RNA5SP103"
"325156" "ENSG00000227653" "ISCA1P6"
